Task
Category Name: unknown, Category ID: 1, Total Instances: 206481
Category Name: person, Category ID: 14, Total Instances: 0
Category Name: bicycle, Category ID: 1, Total Instances: 0
Category Name: car, Category ID: 6, Total Instances: 0
Category Name: motorcycle, Category ID: 13, Total Instances: 0
Category Name: airplane, Category ID: 0, Total Instances: 0
Category Name: bus, Category ID: 5, Total Instances: 0
Category Name: train, Category ID: 18, Total Instances: 0
Category Name: truck, Category ID: 20, Total Instances: 239
Category Name: boat, Category ID: 3, Total Instances: 0
Category Name: traffic light, Category ID: 21, Total Instances: 461
Category Name: fire hydrant, Category ID: 22, Total Instances: 66
Category Name: stop sign, Category ID: 23, Total Instances: 49
Category Name: parking meter, Category ID: 24, Total Instances: 49
Category Name: bench, Category ID: 25, Total Instances: 246
Category Name: bird, Category ID: 2, Total Instances: 0
Category Name: cat, Category ID: 7, Total Instances: 0
Category Name: dog, Category ID: 11, Total Instances: 0
Category Name: horse, Category ID: 12, Total Instances: 0
Category Name: sheep, Category ID: 16, Total Instances: 0
Category Name: cow, Category ID: 9, Total Instances: 0
Category Name: elephant, Category ID: 26, Total Instances: 238
Category Name: bear, Category ID: 27, Total Instances: 68
Category Name: zebra, Category ID: 28, Total Instances: 261
Category Name: giraffe, Category ID: 29, Total Instances: 224
Category Name: backpack, Category ID: 30, Total Instances: 167
Category Name: umbrella, Category ID: 31, Total Instances: 248
Category Name: handbag, Category ID: 32, Total Instances: 221
Category Name: tie, Category ID: 33, Total Instances: 128
Category Name: suitcase, Category ID: 34, Total Instances: 257
Category Name: frisbee, Category ID: 40, Total Instances: 0
Category Name: skis, Category ID: 41, Total Instances: 0
Category Name: snowboard, Category ID: 42, Total Instances: 0
Category Name: sports ball, Category ID: 43, Total Instances: 0
Category Name: kite, Category ID: 44, Total Instances: 0
Category Name: baseball bat, Category ID: 45, Total Instances: 0
Category Name: baseball glove, Category ID: 46, Total Instances: 0
Category Name: skateboard, Category ID: 47, Total Instances: 0
Category Name: surfboard, Category ID: 48, Total Instances: 0
Category Name: tennis racket, Category ID: 49, Total Instances: 0
Category Name: bottle, Category ID: 4, Total Instances: 0
Category Name: wine glass, Category ID: 74, Total Instances: 0
Category Name: cup, Category ID: 75, Total Instances: 0
Category Name: fork, Category ID: 76, Total Instances: 0
Category Name: knife, Category ID: 77, Total Instances: 0
Category Name: spoon, Category ID: 78, Total Instances: 0
Category Name: bowl, Category ID: 79, Total Instances: 0
Category Name: banana, Category ID: 50, Total Instances: 0
Category Name: apple, Category ID: 51, Total Instances: 0
Category Name: sandwich, Category ID: 52, Total Instances: 0
Category Name: orange, Category ID: 53, Total Instances: 0
Category Name: broccoli, Category ID: 54, Total Instances: 0
Category Name: carrot, Category ID: 55, Total Instances: 0
Category Name: hot dog, Category ID: 56, Total Instances: 0
Category Name: pizza, Category ID: 57, Total Instances: 0
Category Name: donut, Category ID: 58, Total Instances: 0
Category Name: cake, Category ID: 59, Total Instances: 0
Category Name: chair, Category ID: 8, Total Instances: 0
Category Name: couch, Category ID: 17, Total Instances: 0
Category Name: potted plant, Category ID: 15, Total Instances: 0
Category Name: bed, Category ID: 60, Total Instances: 0
Category Name: dining table, Category ID: 10, Total Instances: 0
Category Name: toilet, Category ID: 61, Total Instances: 0
Category Name: tv, Category ID: 19, Total Instances: 0
Category Name: laptop, Category ID: 62, Total Instances: 0
Category Name: mouse, Category ID: 63, Total Instances: 0
Category Name: remote, Category ID: 64, Total Instances: 0
Category Name: keyboard, Category ID: 65, Total Instances: 0
Category Name: cell phone, Category ID: 66, Total Instances: 0
Category Name: microwave, Category ID: 35, Total Instances: 27
Category Name: oven, Category ID: 36, Total Instances: 55
Category Name: toaster, Category ID: 37, Total Instances: 4
Category Name: sink, Category ID: 38, Total Instances: 138
Category Name: refrigerator, Category ID: 39, Total Instances: 62
Category Name: book, Category ID: 67, Total Instances: 0
Category Name: clock, Category ID: 68, Total Instances: 0
Category Name: vase, Category ID: 69, Total Instances: 0
Category Name: scissors, Category ID: 70, Total Instances: 0
Category Name: teddy bear, Category ID: 71, Total Instances: 0
Category Name: hair drier, Category ID: 72, Total Instances: 0
Category Name: toothbrush, Category ID: 73, Total Instances: 0
Category Name: unknown, Category ID: 80, Total Instances: 2206
Task
Category Name: person, Category ID: 14, Total Instances: 17562
Category Name: bicycle, Category ID: 1, Total Instances: 403
Category Name: car, Category ID: 6, Total Instances: 5398
Category Name: motorcycle, Category ID: 13, Total Instances: 218
Category Name: airplane, Category ID: 0, Total Instances: 428
Category Name: bus, Category ID: 5, Total Instances: 492
Category Name: train, Category ID: 18, Total Instances: 517
Category Name: truck, Category ID: 20, Total Instances: 3968
Category Name: boat, Category ID: 3, Total Instances: 219
Category Name: traffic light, Category ID: 21, Total Instances: 7522
Category Name: fire hydrant, Category ID: 22, Total Instances: 1144
Category Name: stop sign, Category ID: 23, Total Instances: 1190
Category Name: parking meter, Category ID: 24, Total Instances: 797
Category Name: bench, Category ID: 25, Total Instances: 4312
Category Name: bird, Category ID: 2, Total Instances: 440
Category Name: cat, Category ID: 7, Total Instances: 392
Category Name: dog, Category ID: 11, Total Instances: 266
Category Name: horse, Category ID: 12, Total Instances: 87
Category Name: sheep, Category ID: 16, Total Instances: 28
Category Name: cow, Category ID: 9, Total Instances: 99
Category Name: elephant, Category ID: 26, Total Instances: 4618
Category Name: bear, Category ID: 27, Total Instances: 1195
Category Name: zebra, Category ID: 28, Total Instances: 5126
Category Name: giraffe, Category ID: 29, Total Instances: 4772
Category Name: backpack, Category ID: 30, Total Instances: 2668
Category Name: umbrella, Category ID: 31, Total Instances: 5932
Category Name: handbag, Category ID: 32, Total Instances: 4099
Category Name: tie, Category ID: 33, Total Instances: 2493
Category Name: suitcase, Category ID: 34, Total Instances: 4782
Category Name: frisbee, Category ID: 40, Total Instances: 0
Category Name: skis, Category ID: 41, Total Instances: 0
Category Name: snowboard, Category ID: 42, Total Instances: 0
Category Name: sports ball, Category ID: 43, Total Instances: 0
Category Name: kite, Category ID: 44, Total Instances: 0
Category Name: baseball bat, Category ID: 45, Total Instances: 0
Category Name: baseball glove, Category ID: 46, Total Instances: 0
Category Name: skateboard, Category ID: 47, Total Instances: 0
Category Name: surfboard, Category ID: 48, Total Instances: 0
Category Name: tennis racket, Category ID: 49, Total Instances: 0
Category Name: bottle, Category ID: 4, Total Instances: 554
Category Name: wine glass, Category ID: 74, Total Instances: 0
Category Name: cup, Category ID: 75, Total Instances: 0
Category Name: fork, Category ID: 76, Total Instances: 0
Category Name: knife, Category ID: 77, Total Instances: 0
Category Name: spoon, Category ID: 78, Total Instances: 0
Category Name: bowl, Category ID: 79, Total Instances: 0
Category Name: banana, Category ID: 50, Total Instances: 0
Category Name: apple, Category ID: 51, Total Instances: 0
Category Name: sandwich, Category ID: 52, Total Instances: 0
Category Name: orange, Category ID: 53, Total Instances: 0
Category Name: broccoli, Category ID: 54, Total Instances: 0
Category Name: carrot, Category ID: 55, Total Instances: 0
Category Name: hot dog, Category ID: 56, Total Instances: 0
Category Name: pizza, Category ID: 57, Total Instances: 0
Category Name: donut, Category ID: 58, Total Instances: 0
Category Name: cake, Category ID: 59, Total Instances: 0
Category Name: chair, Category ID: 8, Total Instances: 1009
Category Name: couch, Category ID: 17, Total Instances: 69
Category Name: potted plant, Category ID: 15, Total Instances: 414
Category Name: bed, Category ID: 60, Total Instances: 0
Category Name: dining table, Category ID: 10, Total Instances: 290
Category Name: toilet, Category ID: 61, Total Instances: 0
Category Name: tv, Category ID: 19, Total Instances: 145
Category Name: laptop, Category ID: 62, Total Instances: 0
Category Name: mouse, Category ID: 63, Total Instances: 0
Category Name: remote, Category ID: 64, Total Instances: 0
Category Name: keyboard, Category ID: 65, Total Instances: 0
Category Name: cell phone, Category ID: 66, Total Instances: 0
Category Name: microwave, Category ID: 35, Total Instances: 720
Category Name: oven, Category ID: 36, Total Instances: 1245
Category Name: toaster, Category ID: 37, Total Instances: 68
Category Name: sink, Category ID: 38, Total Instances: 2541
Category Name: refrigerator, Category ID: 39, Total Instances: 1024
Category Name: book, Category ID: 67, Total Instances: 0
Category Name: clock, Category ID: 68, Total Instances: 0
Category Name: vase, Category ID: 69, Total Instances: 0
Category Name: scissors, Category ID: 70, Total Instances: 0
Category Name: teddy bear, Category ID: 71, Total Instances: 0
Category Name: hair drier, Category ID: 72, Total Instances: 0
Category Name: toothbrush, Category ID: 73, Total Instances: 0
Task
Category Name: person, Category ID: 14, Total Instances: 0
Category Name: bicycle, Category ID: 1, Total Instances: 0
Category Name: car, Category ID: 6, Total Instances: 0
Category Name: motorcycle, Category ID: 13, Total Instances: 0
Category Name: airplane, Category ID: 0, Total Instances: 0
Category Name: bus, Category ID: 5, Total Instances: 0
Category Name: train, Category ID: 18, Total Instances: 0
Category Name: truck, Category ID: 20, Total Instances: 0
Category Name: boat, Category ID: 3, Total Instances: 0
Category Name: traffic light, Category ID: 21, Total Instances: 0
Category Name: fire hydrant, Category ID: 22, Total Instances: 0
Category Name: stop sign, Category ID: 23, Total Instances: 0
Category Name: parking meter, Category ID: 24, Total Instances: 0
Category Name: bench, Category ID: 25, Total Instances: 0
Category Name: bird, Category ID: 2, Total Instances: 0
Category Name: cat, Category ID: 7, Total Instances: 0
Category Name: dog, Category ID: 11, Total Instances: 0
Category Name: horse, Category ID: 12, Total Instances: 0
Category Name: sheep, Category ID: 16, Total Instances: 0
Category Name: cow, Category ID: 9, Total Instances: 0
Category Name: elephant, Category ID: 26, Total Instances: 0
Category Name: bear, Category ID: 27, Total Instances: 0
Category Name: zebra, Category ID: 28, Total Instances: 0
Category Name: giraffe, Category ID: 29, Total Instances: 0
Category Name: backpack, Category ID: 30, Total Instances: 0
Category Name: umbrella, Category ID: 31, Total Instances: 0
Category Name: handbag, Category ID: 32, Total Instances: 0
Category Name: tie, Category ID: 33, Total Instances: 0
Category Name: suitcase, Category ID: 34, Total Instances: 0
Category Name: frisbee, Category ID: 40, Total Instances: 57
Category Name: skis, Category ID: 41, Total Instances: 178
Category Name: snowboard, Category ID: 42, Total Instances: 61
Category Name: sports ball, Category ID: 43, Total Instances: 183
Category Name: kite, Category ID: 44, Total Instances: 262
Category Name: baseball bat, Category ID: 45, Total Instances: 81
Category Name: baseball glove, Category ID: 46, Total Instances: 82
Category Name: skateboard, Category ID: 47, Total Instances: 102
Category Name: surfboard, Category ID: 48, Total Instances: 225
Category Name: tennis racket, Category ID: 49, Total Instances: 145
Category Name: bottle, Category ID: 4, Total Instances: 0
Category Name: wine glass, Category ID: 74, Total Instances: 0
Category Name: cup, Category ID: 75, Total Instances: 0
Category Name: fork, Category ID: 76, Total Instances: 0
Category Name: knife, Category ID: 77, Total Instances: 0
Category Name: spoon, Category ID: 78, Total Instances: 0
Category Name: bowl, Category ID: 79, Total Instances: 0
Category Name: banana, Category ID: 50, Total Instances: 352
Category Name: apple, Category ID: 51, Total Instances: 196
Category Name: sandwich, Category ID: 52, Total Instances: 128
Category Name: orange, Category ID: 53, Total Instances: 245
Category Name: broccoli, Category ID: 54, Total Instances: 297
Category Name: carrot, Category ID: 55, Total Instances: 342
Category Name: hot dog, Category ID: 56, Total Instances: 101
Category Name: pizza, Category ID: 57, Total Instances: 130
Category Name: donut, Category ID: 58, Total Instances: 316
Category Name: cake, Category ID: 59, Total Instances: 229
Category Name: chair, Category ID: 8, Total Instances: 0
Category Name: couch, Category ID: 17, Total Instances: 0
Category Name: potted plant, Category ID: 15, Total Instances: 0
Category Name: bed, Category ID: 60, Total Instances: 0
Category Name: dining table, Category ID: 10, Total Instances: 0
Category Name: toilet, Category ID: 61, Total Instances: 0
Category Name: tv, Category ID: 19, Total Instances: 0
Category Name: laptop, Category ID: 62, Total Instances: 0
Category Name: mouse, Category ID: 63, Total Instances: 0
Category Name: remote, Category ID: 64, Total Instances: 0
Category Name: keyboard, Category ID: 65, Total Instances: 0
Category Name: cell phone, Category ID: 66, Total Instances: 0
Category Name: microwave, Category ID: 35, Total Instances: 0
Category Name: oven, Category ID: 36, Total Instances: 0
Category Name: toaster, Category ID: 37, Total Instances: 0
Category Name: sink, Category ID: 38, Total Instances: 0
Category Name: refrigerator, Category ID: 39, Total Instances: 0
Category Name: book, Category ID: 67, Total Instances: 0
Category Name: clock, Category ID: 68, Total Instances: 0
Category Name: vase, Category ID: 69, Total Instances: 0
Category Name: scissors, Category ID: 70, Total Instances: 0
Category Name: teddy bear, Category ID: 71, Total Instances: 0
Category Name: hair drier, Category ID: 72, Total Instances: 0
Category Name: toothbrush, Category ID: 73, Total Instances: 0
Category Name: unknown, Category ID: 80, Total Instances: 2542
Task
Category Name: person, Category ID: 14, Total Instances: 27463
Category Name: bicycle, Category ID: 1, Total Instances: 130
Category Name: car, Category ID: 6, Total Instances: 489
Category Name: motorcycle, Category ID: 13, Total Instances: 44
Category Name: airplane, Category ID: 0, Total Instances: 12
Category Name: bus, Category ID: 5, Total Instances: 31
Category Name: train, Category ID: 18, Total Instances: 11
Category Name: truck, Category ID: 20, Total Instances: 151
Category Name: boat, Category ID: 3, Total Instances: 138
Category Name: traffic light, Category ID: 21, Total Instances: 13
Category Name: fire hydrant, Category ID: 22, Total Instances: 7
Category Name: stop sign, Category ID: 23, Total Instances: 6
Category Name: parking meter, Category ID: 24, Total Instances: 0
Category Name: bench, Category ID: 25, Total Instances: 241
Category Name: bird, Category ID: 2, Total Instances: 129
Category Name: cat, Category ID: 7, Total Instances: 67
Category Name: dog, Category ID: 11, Total Instances: 445
Category Name: horse, Category ID: 12, Total Instances: 19
Category Name: sheep, Category ID: 16, Total Instances: 9
Category Name: cow, Category ID: 9, Total Instances: 4
Category Name: elephant, Category ID: 26, Total Instances: 22
Category Name: bear, Category ID: 27, Total Instances: 33
Category Name: zebra, Category ID: 28, Total Instances: 2
Category Name: giraffe, Category ID: 29, Total Instances: 0
Category Name: backpack, Category ID: 30, Total Instances: 329
Category Name: umbrella, Category ID: 31, Total Instances: 182
Category Name: handbag, Category ID: 32, Total Instances: 294
Category Name: tie, Category ID: 33, Total Instances: 52
Category Name: suitcase, Category ID: 34, Total Instances: 11
Category Name: frisbee, Category ID: 40, Total Instances: 1042
Category Name: skis, Category ID: 41, Total Instances: 3548
Category Name: snowboard, Category ID: 42, Total Instances: 1676
Category Name: sports ball, Category ID: 43, Total Instances: 3892
Category Name: kite, Category ID: 44, Total Instances: 6274
Category Name: baseball bat, Category ID: 45, Total Instances: 1297
Category Name: baseball glove, Category ID: 46, Total Instances: 1563
Category Name: skateboard, Category ID: 47, Total Instances: 1984
Category Name: surfboard, Category ID: 48, Total Instances: 4110
Category Name: tennis racket, Category ID: 49, Total Instances: 2890
Category Name: bottle, Category ID: 4, Total Instances: 1273
Category Name: wine glass, Category ID: 74, Total Instances: 0
Category Name: cup, Category ID: 75, Total Instances: 0
Category Name: fork, Category ID: 76, Total Instances: 0
Category Name: knife, Category ID: 77, Total Instances: 0
Category Name: spoon, Category ID: 78, Total Instances: 0
Category Name: bowl, Category ID: 79, Total Instances: 0
Category Name: banana, Category ID: 50, Total Instances: 8344
Category Name: apple, Category ID: 51, Total Instances: 4911
Category Name: sandwich, Category ID: 52, Total Instances: 2457
Category Name: orange, Category ID: 53, Total Instances: 5547
Category Name: broccoli, Category ID: 54, Total Instances: 6728
Category Name: carrot, Category ID: 55, Total Instances: 7076
Category Name: hot dog, Category ID: 56, Total Instances: 2064
Category Name: pizza, Category ID: 57, Total Instances: 2575
Category Name: donut, Category ID: 58, Total Instances: 6262
Category Name: cake, Category ID: 59, Total Instances: 3618
Category Name: chair, Category ID: 8, Total Instances: 740
Category Name: couch, Category ID: 17, Total Instances: 52
Category Name: potted plant, Category ID: 15, Total Instances: 149
Category Name: bed, Category ID: 60, Total Instances: 0
Category Name: dining table, Category ID: 10, Total Instances: 2379
Category Name: toilet, Category ID: 61, Total Instances: 0
Category Name: tv, Category ID: 19, Total Instances: 46
Category Name: laptop, Category ID: 62, Total Instances: 0
Category Name: mouse, Category ID: 63, Total Instances: 0
Category Name: remote, Category ID: 64, Total Instances: 0
Category Name: keyboard, Category ID: 65, Total Instances: 0
Category Name: cell phone, Category ID: 66, Total Instances: 0
Category Name: microwave, Category ID: 35, Total Instances: 50
Category Name: oven, Category ID: 36, Total Instances: 272
Category Name: toaster, Category ID: 37, Total Instances: 7
Category Name: sink, Category ID: 38, Total Instances: 81
Category Name: refrigerator, Category ID: 39, Total Instances: 73
Category Name: book, Category ID: 67, Total Instances: 0
Category Name: clock, Category ID: 68, Total Instances: 0
Category Name: vase, Category ID: 69, Total Instances: 0
Category Name: scissors, Category ID: 70, Total Instances: 0
Category Name: teddy bear, Category ID: 71, Total Instances: 0
Category Name: hair drier, Category ID: 72, Total Instances: 0
Category Name: toothbrush, Category ID: 73, Total Instances: 0
Task
Category Name: person, Category ID: 14, Total Instances: 0
Category Name: bicycle, Category ID: 1, Total Instances: 0
Category Name: car, Category ID: 6, Total Instances: 0
Category Name: motorcycle, Category ID: 13, Total Instances: 0
Category Name: airplane, Category ID: 0, Total Instances: 0
Category Name: bus, Category ID: 5, Total Instances: 0
Category Name: train, Category ID: 18, Total Instances: 0
Category Name: truck, Category ID: 20, Total Instances: 0
Category Name: boat, Category ID: 3, Total Instances: 0
Category Name: traffic light, Category ID: 21, Total Instances: 0
Category Name: fire hydrant, Category ID: 22, Total Instances: 0
Category Name: stop sign, Category ID: 23, Total Instances: 0
Category Name: parking meter, Category ID: 24, Total Instances: 0
Category Name: bench, Category ID: 25, Total Instances: 0
Category Name: bird, Category ID: 2, Total Instances: 0
Category Name: cat, Category ID: 7, Total Instances: 0
Category Name: dog, Category ID: 11, Total Instances: 0
Category Name: horse, Category ID: 12, Total Instances: 0
Category Name: sheep, Category ID: 16, Total Instances: 0
Category Name: cow, Category ID: 9, Total Instances: 0
Category Name: elephant, Category ID: 26, Total Instances: 0
Category Name: bear, Category ID: 27, Total Instances: 0
Category Name: zebra, Category ID: 28, Total Instances: 0
Category Name: giraffe, Category ID: 29, Total Instances: 0
Category Name: backpack, Category ID: 30, Total Instances: 0
Category Name: umbrella, Category ID: 31, Total Instances: 0
Category Name: handbag, Category ID: 32, Total Instances: 0
Category Name: tie, Category ID: 33, Total Instances: 0
Category Name: suitcase, Category ID: 34, Total Instances: 0
Category Name: frisbee, Category ID: 40, Total Instances: 0
Category Name: skis, Category ID: 41, Total Instances: 0
Category Name: snowboard, Category ID: 42, Total Instances: 0
Category Name: sports ball, Category ID: 43, Total Instances: 0
Category Name: kite, Category ID: 44, Total Instances: 0
Category Name: baseball bat, Category ID: 45, Total Instances: 0
Category Name: baseball glove, Category ID: 46, Total Instances: 0
Category Name: skateboard, Category ID: 47, Total Instances: 0
Category Name: surfboard, Category ID: 48, Total Instances: 0
Category Name: tennis racket, Category ID: 49, Total Instances: 0
Category Name: bottle, Category ID: 4, Total Instances: 0
Category Name: wine glass, Category ID: 74, Total Instances: 217
Category Name: cup, Category ID: 75, Total Instances: 630
Category Name: fork, Category ID: 76, Total Instances: 130
Category Name: knife, Category ID: 77, Total Instances: 208
Category Name: spoon, Category ID: 78, Total Instances: 183
Category Name: bowl, Category ID: 79, Total Instances: 396
Category Name: banana, Category ID: 50, Total Instances: 0
Category Name: apple, Category ID: 51, Total Instances: 0
Category Name: sandwich, Category ID: 52, Total Instances: 0
Category Name: orange, Category ID: 53, Total Instances: 0
